2023-02-07 16:14:15,833; INFO; btnON; [q0 -> q2]
2023-02-07 16:14:15,834; INFO; liga; [q2 -> q3]
2023-02-07 16:14:15,834; ERROR; desliga; sup; q3; Event not enabled
